index,ChEMBL ID,Name,canonical_smiles
,,,
,,,CCCO[C@H]1[C@@H]([C@@H](COC(=O)c2ccccc2O)OC(=O)c2ccccc2O)OC(OCC)[C@@H]1O
,,,C=C1C[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
,,,CC(Cc1ccccc1)NCCC1c2ccccc2Sc2ccccc21
,,,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(O)CC21
,,,CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(N)=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(=O)O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)N[C@@H](CO)C(=O)O)C(C)C)[C@@H](C)O)[C@@H](C)O
,,,CN1C(=O)c2cccc(OC(F)F)c2[C@H]2C[C@@H]1c1nc3ccc(-c4cnc(C5(N)CCC5)nc4)cc3n12
,,,CCCC(=O)c1ccccc1OCCN(C(C)C)C(C)C
,,,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1
,,,CN(C)S(=O)(=O)c1cc(-c2cs/c(=N/c3ccccc3)n2C)ccc1Cl
,,,CN(CCC1c2ccccc2COc2ccccc21)CC(O)COc1ccccc1
,,,
,,,CN1C(C)(C)C=CCC1(C)C
,,,CC(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
,,,O=C(O)CC[C@H](NC(=O)N[C@@H](CSCc1ccc([18F])cc1)C(=O)O)C(=O)O
,,,N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F
,,,Nc1ccc(S(=O)(=O)c2ccc(NCC(=O)O)cc2)cc1
,,,C[C@@H](CO)NC(=O)c1cc(-c2ccc(Cl)cc2)nn(-c2cnn(C)c2)c1=O
,,,C1=NC(c2cccnc2)CC1
,,,CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21
,,,COc1ccccc1CN(C[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CN1CCC(N2CCCCC2)CC1)C(C)=O
,,,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21
,,,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CSSC[C@@H](N)C(=O)N[C@H](CO)C(=O)N[C@H]2CSSC[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](CO)NC2=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC
,,,COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl
,,,CC(Cc1ccccc1)NN
,,,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C
,,,c1ccc2c(c1)OCC(CN1CCCCC1)O2
,,,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2.O=[N+]([O-])[O-]
,,,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc([C@@](C)(NCC(=O)O)C(=O)N3CCCC3)ccc21
,,,COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1
,,,CCCCC(C)(C)[C@H](O)/C=C/[C@H]1[C@H](C)CC(=O)[C@@H]1C/C=C\CCCC(=O)O
,,,CN1CCN(C(=S)Nc2ccc(Nc3ccc([N+](=O)[O-])cc3)cc2)CC1
,,,CCCCc1nc(C)n(Cc2sccc2C(=O)OC)c(=O)c1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
,,,CN1CCN(C2Cc3ccccc3Sc3ccc(Cl)cc32)CC1
,,,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1
,,,CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C
,,,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1
,,,Clc1ccccc1-c1nc(-c2ccncc2)no1
,,,CC(C)N1CCC(c2ccccc2)(c2ccccc2)CC1
,,,COc1cc2nccc(N)c2cc1OC
,,,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC
,,,CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl
,,,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O
,,,c1ccc2c(c1)Nc1ccccc1S2
,,,Cc1ccc(OCC(O)C(C)NC(C)C)c2c1CCC2
,,,CC(=O)O[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@H]1CCC(=O)C=C1C[C@H]3C
,,,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O
,,,C[S+]([O-])c1ccc2oc3ccc(C(=O)O)cc3c(=O)c2c1
,,,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
,,,O=C(O)C1=Cc2sc(Cn3ccnc3)cc2CC1
,,,C[C@]12CC[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CCOC3=O)CC[C@]12O
,,,O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1
,,,CSC[S@@+]([O-])CC(CO)NC(=O)/C=C/c1c(C)[nH]c(=O)[nH]c1=O
,,,CCCCOc1ccc(NC(=S)Nc2ccc(N(C)C)cc2)cc1
,,,NC(=O)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)Cc4cccs4)[C@H]3SC2)cc1
,,,CC(Cc1ccccc1)N(C)Cc1ccco1
,,,CCN(Cc1ccccc1)c1ccc(/N=N/c2ccc(NC(=O)C[N+](CC)(CC)CC)cc2)cc1
,,,COc1ccc(/C=C/C(=O)C(CC2CCC2)C(=O)/C=C/c2ccc(OC)c(OC)c2)cc1OC
,,,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1
,,,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C=C(C)[C@]4(C)[C@H]3CC[C@]12C
,,,Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
,,,Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1
,,,CC(C)n1cc(C#N)c2cc(-n3cc(C(=O)O)cn3)ccc21
,,,CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1
,,,C[N+](C)([O-])CCC=C1c2ccccc2CCc2ccccc21
,,,COc1cc2c(cc1OC)C(c1cccc(Cl)c1)=NN=C(C)C2
,,,O=C(c1ccccc1Nc1ccncc1)N1CCCCC1
,,,COC(=O)c1ccc2c(n1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
,,,CC(C)N[C@@H]1C2CCC(CC2)[C@@]1(O)c1ccc(Cl)c(Cl)c1
,,,CN(C)CCS
,,,C=CCc1cc(-c2cc(CC=C)c(O)c(CN(CC)CC)c2)cc(CN(CC)CC)c1O
,,,
,,,Cc1cccc(C)c1NC(=O)C1(N(C)C)CCN(C2CCCCC2O)CC1
,,,Oc1cccc(C2CNC3(CCCCCC3)O2)c1
,,,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
,,,
,,,
,,,C[C@H](O)C(=O)[O-].C[C@H](O)C(=O)[O-].O.O.[Mg+2]
,,,CC[N+](C)(CC)CCCOC(=O)[C@H]1[C@H](c2ccccc2)[C@H](C(=O)OCCC[N+](C)(CC)CC)[C@H]1c1ccccc1.[I-].[I-]
,,,CC[N+]1(C)CCC(OC(=O)C(c2noc3ccccc23)N2CCCCCC2)CC1.[I-]
,,,Cc1ncc(C[n+]2csc(CCCl)c2C)c(N)n1.[Cl-]
,,,
,,,
,,,
,,,C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@@H](C)CCC(=O)N4CCCCC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
,,,O=S1(=O)NC(C2CC=CC2)=Nc2cc(Cl)c(Cl)cc21
,,,Cc1cccc(C)c1NC(=O)CN1CCCC1
,,,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2n1.[Na+].[Na+]
,,,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3.[Cl-]
,,,
,,,CC(=O)Oc1ccc2c(c1)CC=C1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]2(O)c1ccoc1
,,,CN1C[C@@H](c2cccc(O)c2)OC1C(C)(C)C
,,,
,,,
,,,C[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C1c3ccccc3Oc3ccccc31)C2
,,,CCCCOc1ccc(C[N+]2(C)[C@@H]3CC[C@H]2C[C@H](OC(=O)C(CO)c2ccccc2)C3)cc1
,,,
,,,COc1ccc2[nH]c3ccc4cc[n+](CCN5CCC(C6CCN(CC[n+]7ccc8ccc9[nH]c%10ccc(OC)cc%10c9c8c7)CC6)CC5)cc4c3c2c1
,,,COC[C@@H](NC(=O)N1CC(=O)Nc2cc(OC)cnc21)c1ccc(OC(F)(F)F)c(F)c1
,,,C=C(C#N)C(=O)OC(C)C(F)(F)F
,,,
,,,
,,,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3[C@@H](C)C[C@@]21C
,,,Cc1csc(Cl)c1NC1=NCCN1
,,,
,,,Cc1cccc(OCC(O)CNC(C)C)c1
,,,CCCSS/C(CCO)=C(/C)N(C=O)Cc1cnc(C)nc1N
,,,O=C(CCl)c1ccc([N+](=O)[O-])o1
,,,CCCCCCCC(C)c1cc(OC(=O)CCCN(CC)CC)c2c(c1)OC(C)(C)C1=C2CC(C)CC1
,,,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCC[C@@H](N)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)O)C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)O)C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)O)C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)O)C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)O)C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)O)C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)O)C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)O)C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)O)C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)O)C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)O)C(C)(C)S2)C(=O)O)N[C@@H]1C(=O)O
,,,CCCCCCCCCCCC(c1ccc(C)cc1)[N+](C)(C)C
,,,
,,,C[N+]1(Cc2ccc(-c3ccccc3)cc2)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
,,,CCCCCCCC/C=C\CCCCCCCCN(CCO)CCO
,,,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)c1cccs1
,,,O=c1c2nc(Br)n([C@@H]3O[C@@H]4CO[P@@](O)(=S)O[C@H]4[C@H]3O)c2[nH]c2nc(-c3ccccc3)cn12
,,,CC[N+]1(C)CCc2ccccc2C1
,,,CCN(CC)CCNC(=O)c1cc([131I])c(NC(=O)c2ccc(F)cc2)cc1OC
,,,O=C1/C(=C/c2cccs2)CCC/C1=C\c1cccs1
,,,O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O
,,,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C
,,,COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1
,,,[81Kr]
,,,CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1.O=C(O)/C=C\C(=O)O
,,,CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1
,,,c1cnc2c(c1)C(Cc1ccncc1)(Cc1ccncc1)c1cccnc1-2
,,,COc1cc(C(=S)N2CCOCC2)cc(OC)c1OC
,,,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
,,,O=C(NCc1ccccc1)OCCO
,,,Cc1ccc(C(C)OC(=O)[C@]2(C)CC[C@H](C(=O)O)C2(C)C)cc1.OCCNCCO
,,,Cc1ccc(C(C)OC(=O)[C@]2(C)CC[C@H](C(=O)O)C2(C)C)cc1
,,,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C
,,,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+]
,,,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CC1)CC3
,,,CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](OC(=O)OCC(O)CO)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C
,,,COC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc(C)cc1
,,,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12
,,,CNC1Cc2ccccc2N(C)c2ccccc21
,,,CC(SC(=O)c1cccs1)C(=O)NC1CCSC1=O
,,,CC(=O)N(CCC(CCN1CCCCC1)(C(N)=O)c1ccccc1Cl)C(C)C
,,,ClC=C(Cl)Cl
,,,Cc1cc(/N=C(\Nc2nccs2)NC2CCCCC2)c2ccccc2n1
,,,CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC.[Cl-].[Cl-]
,,,N=C(N)NC(=O)c1ccc(N2CCN(C(=O)c3ccc[nH]3)CC2)c(C(F)(F)F)c1
,,,O=C(O)CC/C=C\CC[C@@H]1[C@@H](N2CCCCC2)[C@@H](O)C[C@@H]1OCc1ccc(-c2ccccc2)cc1
,,,CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1
,,,CC(C)(OCc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)O
,,,O=C(NO)c1cccnc1
,,,COc1ccc2c(c1)CCN1C[C@H]3CCCN(S(C)(=O)=O)[C@H]3C[C@@H]21
,,,OCCN1CCN([C@@H]2C[C@@H](c3ccc(F)cc3)c3ccc(C(F)(F)F)cc32)CC1
,,,CCOC(C)C(/C=N/NC(N)=S)=N\NC(N)=S
,,,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N
,,,CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21
,,,CC(C)(CO)CCCCCCC(C)(C)CO
,,,COc1ccc(C(=O)N2CCN(CC(=O)N3CCOCC3)CC2)cc1
,,,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1
,,,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12
,,,Cc1cc(CCN2CCN(c3cccc(Cl)c3)CC2)n[nH]1
,,,CC(CNC(=O)c1ccccc1)C(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
,,,CN(C)[C@@H](c1cccc(O)c1)[C@H]1CCCC[C@H]1O
,,,CC(C)C(=O)Nc1cccc(C2CN3CCSC3=N2)c1
,,,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.c1ccc(CCNCc2ccccc2)cc1
,,,CCCOC(=O)c1cncn1C(C)c1ccccc1
,,,CCOC(=O)C1(c2ccccc2)CCCN(C)CC1
,,,O=S(=O)(NCO)c1ccc(NC([C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)S(=O)(=O)O)cc1
,,,CC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CC
,,,CN(C)C(=O)Oc1ccc[n+](Cc2ccccc2)c1
,,,CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCC[C@@H](N)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@H](C(=O)[O-])C(C)(C)S2)C(=O)N[C@@H](CCCCNC(=O)C(NC(=O)Cc2ccccc2)C2N[C@@H](C(=O)[O-])C(C)(C)S2)C(=O)O)N[C@@H]1C(=O)[O-].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+].[K+]
,,,O=C(O)CN1CCN(CC(=O)O)CCN(C(CO)C(O)CO)CCN(CC(=O)O)CC1
,,,
,,,CN1CCC(=C(c2ccc(Cl)cc2)c2ccccn2)CC1
,,,
,,,NC(=O)C(CCN1CCN2CCCC2C1)(c1ccccc1)c1ccccc1
,,,NC[C@H](Cl)[C@@H](O)c1c[nH]c(N)n1
,,,CCCO[C@H]1[C@@H]([C@@H](COCc2ccc(Cl)cc2)OCc2ccc(Cl)cc2)OC(OCC)[C@@H]1O
,,,COC(=O)Nc1nc2cc(SC3CCCCC3)ccc2[nH]1
,,,OCC1(CO)COC(C(Cl)(Cl)Cl)OC1
,,,OCCCN1CCN(CCCC2c3ccccc3Sc3ccc(Cl)cc32)CC1
,,,CCOCCO[C@@H]1CC[C@@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](OC)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC
,,,CCN(CC)C(=S)S
,,,CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C
,,,O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[OH-]
,,,
,,,
,,,
,,,O=C1N(CCO)CCN1/N=C/c1ccc([N+](=O)[O-])o1
,,,CCN(C(=O)CCC(=O)O)c1c(I)cc(I)c(NC)c1I
,,,C=C(C#N)C(=O)OCCCCCCCC
,,,CCOP(=O)(NC(=S)Nc1ccccc1NC(=O)NS(=O)(=O)c1ccc(C)cc1)OCC
,,,CCOC(=O)CSCCC1NC(C(=O)O)CS1
,,,CC(=N)NCCSC[C@](C)(N)C(=O)O
,,,CC(=O)O.CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]([C@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H]([C@H](C)O)C(=O)N1)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O)[C@@H](C)O)[C@@H](C)O)[C@H](C)O)[C@H](C)O
,,,
,,,Cc1ccc([I+]c2ccc(C)cc2)cc1.[Cl-]
,,,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCNC(=O)c1cccnc1)C(=O)N[C@H](CCCCNC(=O)c1cccnc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
,,,
,,,Nc1ccn([C@@H]2O[C@H]([C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)[C@@H](N)[C@H](O)[C@H]2O)c(=O)n1
,,,C=CC(O)(C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)OC)CCCC
,,,CCCCCCCCCCCCCCC[C@H](O)[C@H](CO)NC(C)=O
,,,CCCn1c(=O)c2[nH]c([C@H]3CCC(=O)C3)nc2n(CCC)c1=O
,,,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
,,,CC[C@H]1CC(=O)[C@@H]2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@H]13
,,,O=CNNc1nc(-c2ccc([N+](=O)[O-])o2)cs1
,,,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](F)C=O
,,,COc1ccc(CCOC(c2ccccc2)(c2ccccc2)[C@H](Oc2nc(C)cc(C)n2)C(=O)O)cc1OC
,,,CC(C)c1cc(C(C)C)c(-c2csc(N(CCN(C)C)Cc3cccnc3)n2)c(C(C)C)c1
,,,N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1
,,,CCC(C)(C)c1ccc(OCCCCCCN2CCN(c3ccc(C)c(Cl)c3)CC2)cc1
,,,COc1ccc(CCC(C)NCC(O)c2ccc(O)c([S+](C)[O-])c2)cc1
,,,N#CC(c1ccc(F)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl
,,,Cc1cn([C@H]2C[C@H](O)[C@]3(CO)C[C@H]23)c(=O)[nH]c1=O
,,,Clc1ccc([I+]c2cccs2)cc1.[Cl-]
,,,CC[N+](C)(CC)CCOC(=O)C1CCCC(C)[N+]1(C)C.[I-].[I-]
,,,C[N+]1(CCC(O)(c2ccccc2)C2CCCCC2)CCCC1.[Cl-]
,,,CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12
,,,CC(C)N1CCN(c2ccc(N3CCN(c4ccc(OC[C@H]5OC[C@](Cn6cncn6)(c6ccc(F)cc6F)O5)cc4)CC3)cc2)C1=O
,,,CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
,,,O=C(O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O
,,,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[K+]
,,,C=CCC1(CC(C)C)C(=O)[N-]C(=S)NC1=O.[Na+]
,,,Cc1cccc(Cl)c1NC(=O)/C=C1\SCC(=O)N1C
,,,C[C@H](N)C(=O)N[C@@H](CCC(=O)C=[N+]=[N-])C(=O)N[C@H](CCC(=O)C=[N+]=[N-])C(=O)O
,,,CC(=O)N(CCCc1ccccc1)OCc1ccccc1
,,,Nc1nc(=O)c2sc(=O)n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1
,,,CC(N)Cc1ccc2c(c1)OCO2
,,,CCn1c(-c2ccc(OC(C)=O)cc2)c(C)c2cc(OC(C)=O)ccc21
,,,O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1
